if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,云梦至安陆,,,,,,,,,,,,,,,,,,,云梦至安陆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石下江-隆回,,,,,,,,,,,,,,,,,,,石下江-隆回,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,邯郸东到邢台东,,,,,,,,,,,,,,,,,,,邯郸东到邢台东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,景德镇北-婺源,,,,,,,,,,,,,,,,,,,景德镇北-婺源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,麻城北至金寨区间,,,,,,,,,,,,,,,,,,,麻城北至金寨区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,晋州至泉州区间,,,,,,,,,,,,,,,,,,,晋州至泉州区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,福田至深圳北,,,,,,,,,,,,,,,,,,,福田至深圳北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,柳沟南-哈密,,,,,,,,,,,,,,,,,,,柳沟南-哈密,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,许昌-郑州东区间,,,,,,,,,,,,,,,,,,,许昌-郑州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,滁州-定远,,,,,,,,,,,,,,,,,,,滁州-定远,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高邑西站至石家庄西站区间,,,,,,,,,,,,,,,,,,,高邑西站至石家庄西站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长兴至宜兴,,,,,,,,,,,,,,,,,,,长兴至宜兴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,岚山西站-济南东站,,,,,,,,,,,,,,,,,,,岚山西站-济南东站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贵阳所存车线,,,,,,,,,,,,,,,,,,,贵阳所存车线,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,罗源站,,,,,,,,,,,,,,,,,,,罗源站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南丰站,,,,,,,,,,,,,,,,,,,南丰站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南宁东存车场,,,,,,,,,,,,,,,,,,,南宁东存车场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,翔安-厦门北,,,,,,,,,,,,,,,,,,,翔安-厦门北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,昆明南-普者黑,,,,,,,,,,,,,,,,,,,昆明南-普者黑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,常德站,,,,,,,,,,,,,,,,,,,常德站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,随州至安陆区间,,,,,,,,,,,,,,,,,,,随州至安陆区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西至正定机场区间,,,,,,,,,,,,,,,,,,,北京西至正定机场区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,一级修库内,,,,,,,,,,,,,,,,,,,一级修库内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,平果—南宁区间,,,,,,,,,,,,,,,,,,,平果—南宁区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郑州西至巩义南,,,,,,,,,,,,,,,,,,,郑州西至巩义南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,柳州-重庆西区间,,,,,,,,,,,,,,,,,,,柳州-重庆西区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南至郴州西,,,,,,,,,,,,,,,,,,,长沙南至郴州西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,平南站、新会站,,,,,,,,,,,,,,,,,,,平南站、新会站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,洛阳龙门-郑州西,,,,,,,,,,,,,,,,,,,洛阳龙门-郑州西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石港高铁车厂,,,,,,,,,,,,,,,,,,,石港高铁车厂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南平北到武夷山东区间,,,,,,,,,,,,,,,,,,,南平北到武夷山东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,渭南北至西安北区间,,,,,,,,,,,,,,,,,,,渭南北至西安北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,荆州至宜昌区间,,,,,,,,,,,,,,,,,,,荆州至宜昌区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宝鸡南-天水南,,,,,,,,,,,,,,,,,,,宝鸡南-天水南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南-邵阳北,,,,,,,,,,,,,,,,,,,长沙南-邵阳北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大河沿到盐湖西区间,,,,,,,,,,,,,,,,,,,大河沿到盐湖西区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,沙子站,,,,,,,,,,,,,,,,,,,沙子站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,景德镇北至婺源,,,,,,,,,,,,,,,,,,,景德镇北至婺源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,马店-汉口,,,,,,,,,,,,,,,,,,,马店-汉口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,成都东动车,,,,,,,,,,,,,,,,,,,成都东动车,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,运城北-闻喜西,,,,,,,,,,,,,,,,,,,运城北-闻喜西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,兰州西-西宁,,,,,,,,,,,,,,,,,,,兰州西-西宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,恩施站台,,,,,,,,,,,,,,,,,,,恩施站台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,绵阳-德阳,,,,,,,,,,,,,,,,,,,绵阳-德阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西安站,,,,,,,,,,,,,,,,,,,西安站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉-长沙区间,,,,,,,,,,,,,,,,,,,武汉-长沙区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南京南-丹阳,,,,,,,,,,,,,,,,,,,南京南-丹阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西站停,,,,,,,,,,,,,,,,,,,北京西站停,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上饶-婺源区间,,,,,,,,,,,,,,,,,,,上饶-婺源区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,华山北－洛阳龙门区间,,,,,,,,,,,,,,,,,,,华山北－洛阳龙门区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉至岳阳东,,,,,,,,,,,,,,,,,,,武汉至岳阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,济南动车所至济南西站区间,,,,,,,,,,,,,,,,,,,济南动车所至济南西站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,昆明-广通北区间,,,,,,,,,,,,,,,,,,,昆明-广通北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红安西至麻城北区间,,,,,,,,,,,,,,,,,,,红安西至麻城北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,德州东-天津区间,,,,,,,,,,,,,,,,,,,德州东-天津区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,明港东-郑州东区间,,,,,,,,,,,,,,,,,,,明港东-郑州东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,马棚-襄阳东,,,,,,,,,,,,,,,,,,,马棚-襄阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,珞璜南-娄山关南,,,,,,,,,,,,,,,,,,,珞璜南-娄山关南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,镇江站进站,,,,,,,,,,,,,,,,,,,镇江站进站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,武汉检修基地,,,,,,,,,,,,,,,,,,,武汉检修基地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东升至唐家湾区间,,,,,,,,,,,,,,,,,,,东升至唐家湾区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,重庆北站整备时,,,,,,,,,,,,,,,,,,,重庆北站整备时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,明港东至驻马店区间,,,,,,,,,,,,,,,,,,,明港东至驻马店区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阳圩站至南角亭所区间,,,,,,,,,,,,,,,,,,,阳圩站至南角亭所区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,乐都南-民和南,,,,,,,,,,,,,,,,,,,乐都南-民和南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,桂林西-贺州,,,,,,,,,,,,,,,,,,,桂林西-贺州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,洛阳龙门至西安北,,,,,,,,,,,,,,,,,,,洛阳龙门至西安北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,铜陵站,,,,,,,,,,,,,,,,,,,铜陵站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郴州西-韶关区间,,,,,,,,,,,,,,,,,,,郴州西-韶关区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贵港-来宾北,,,,,,,,,,,,,,,,,,,贵港-来宾北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,广南-百色区间,,,,,,,,,,,,,,,,,,,广南-百色区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,岳阳东-赤壁北区间,,,,,,,,,,,,,,,,,,,岳阳东-赤壁北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,东凌井-阳泉北区间,,,,,,,,,,,,,,,,,,,东凌井-阳泉北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高邑-石家庄,,,,,,,,,,,,,,,,,,,高邑-石家庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,淄博-潍坊,,,,,,,,,,,,,,,,,,,淄博-潍坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,潼南-重庆北,,,,,,,,,,,,,,,,,,,潼南-重庆北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,县北动车所,,,,,,,,,,,,,,,,,,,县北动车所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,乐清至温州南区间,,,,,,,,,,,,,,,,,,,乐清至温州南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京南动车锁所,,,,,,,,,,,,,,,,,,,北京南动车锁所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大明湖站,,,,,,,,,,,,,,,,,,,大明湖站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南京南、杭州东,,,,,,,,,,,,,,,,,,,南京南、杭州东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,桐乡站,,,,,,,,,,,,,,,,,,,桐乡站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,成都服务站,,,,,,,,,,,,,,,,,,,成都服务站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,龙游-衢州,,,,,,,,,,,,,,,,,,,龙游-衢州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,邯郸东,,,,,,,,,,,,,,,,,,,邯郸东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,柳州-广州南区间,,,,,,,,,,,,,,,,,,,柳州-广州南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,新洲－吴家山,,,,,,,,,,,,,,,,,,,新洲－吴家山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,玉溪至昆明南区间,,,,,,,,,,,,,,,,,,,玉溪至昆明南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,厦门北-南靖,,,,,,,,,,,,,,,,,,,厦门北-南靖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,永修-南昌西区间,,,,,,,,,,,,,,,,,,,永修-南昌西区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南昌西—鹰潭北,,,,,,,,,,,,,,,,,,,南昌西—鹰潭北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,邵阳北至怀化南区间,,,,,,,,,,,,,,,,,,,邵阳北至怀化南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郑州东至新乡东站区间,,,,,,,,,,,,,,,,,,,郑州东至新乡东站区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,高密至即墨北,,,,,,,,,,,,,,,,,,,高密至即墨北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙站-长沙城际所,,,,,,,,,,,,,,,,,,,长沙站-长沙城际所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三水南-肇庆东区间,,,,,,,,,,,,,,,,,,,三水南-肇庆东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,泰宁-南丰,,,,,,,,,,,,,,,,,,,泰宁-南丰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,民乐-门源区间,,,,,,,,,,,,,,,,,,,民乐-门源区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙南-郑州,,,,,,,,,,,,,,,,,,,长沙南-郑州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,即墨至济南区间,,,,,,,,,,,,,,,,,,,即墨至济南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,弥勒-普者黑区间,,,,,,,,,,,,,,,,,,,弥勒-普者黑区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京动动车所,,,,,,,,,,,,,,,,,,,北京动动车所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西站-北京南所区间,,,,,,,,,,,,,,,,,,,北京西站-北京南所区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,无为-铜陵北,,,,,,,,,,,,,,,,,,,无为-铜陵北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,淮南东-上海,,,,,,,,,,,,,,,,,,,淮南东-上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,石家庄库内,,,,,,,,,,,,,,,,,,,石家庄库内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,砀山南-萧县北,,,,,,,,,,,,,,,,,,,砀山南-萧县北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宝鸡南-天水南区间,,,,,,,,,,,,,,,,,,,宝鸡南-天水南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,异地过夜,,,,,,,,,,,,,,,,,,,异地过夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,车墩站,,,,,,,,,,,,,,,,,,,车墩站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙蓉南至洞井区间,,,,,,,,,,,,,,,,,,,芙蓉南至洞井区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,怀化南整备时,,,,,,,,,,,,,,,,,,,怀化南整备时,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,三眼桥线所-广州南,,,,,,,,,,,,,,,,,,,三眼桥线所-广州南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红层南-了墩北区间,,,,,,,,,,,,,,,,,,,红层南-了墩北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,北京西与郑州东,,,,,,,,,,,,,,,,,,,北京西与郑州东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,大河沿站至盐湖西站间,,,,,,,,,,,,,,,,,,,大河沿站至盐湖西站间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,福田-香港西九龙区间,,,,,,,,,,,,,,,,,,,福田-香港西九龙区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,左岭-花山区间,,,,,,,,,,,,,,,,,,,左岭-花山区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,合肥-合肥南,,,,,,,,,,,,,,,,,,,合肥-合肥南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郑州东-绿博园区间,,,,,,,,,,,,,,,,,,,郑州东-绿博园区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,许昌东-漯河西区间,,,,,,,,,,,,,,,,,,,许昌东-漯河西区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,咸宁北至岳阳东区间,,,,,,,,,,,,,,,,,,,咸宁北至岳阳东区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郴州西-英德西,,,,,,,,,,,,,,,,,,,郴州西-英德西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,湘潭北至怀化南区间,,,,,,,,,,,,,,,,,,,湘潭北至怀化南区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,巩义南站,,,,,,,,,,,,,,,,,,,巩义南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,红安西-汉口,,,,,,,,,,,,,,,,,,,红安西-汉口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,郴州西-耒阳西,,,,,,,,,,,,,,,,,,,郴州西-耒阳西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,阳新-武汉区间,,,,,,,,,,,,,,,,,,,阳新-武汉区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,西安北动车,,,,,,,,,,,,,,,,,,,西安北动车,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,田阳站,,,,,,,,,,,,,,,,,,,田阳站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,合肥-汉口,,,,,,,,,,,,,,,,,,,合肥-汉口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贵阳北-修文县,,,,,,,,,,,,,,,,,,,贵阳北-修文县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,横店东与孝感北,,,,,,,,,,,,,,,,,,,横店东与孝感北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,云浮东-肇庆,,,,,,,,,,,,,,,,,,,云浮东-肇庆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,虹桥北线路,,,,,,,,,,,,,,,,,,,虹桥北线路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,五府山站,,,,,,,,,,,,,,,,,,,五府山站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,白沟-白洋淀,,,,,,,,,,,,,,,,,,,白沟-白洋淀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,利川-宜昌东,,,,,,,,,,,,,,,,,,,利川-宜昌东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,徐州东-郑州东,,,,,,,,,,,,,,,,,,,徐州东-郑州东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,南城-南昌西,,,,,,,,,,,,,,,,,,,南城-南昌西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,长沙-郴州西,,,,,,,,,,,,,,,,,,,长沙-郴州西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,贵阳北-开阳,,,,,,,,,,,,,,,,,,,贵阳北-开阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,秦安-定西北区间,,,,,,,,,,,,,,,,,,,秦安-定西北区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,宁波到余姚北途中,,,,,,,,,,,,,,,,,,,宁波到余姚北途中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,耒阳西至衡阳东,,,,,,,,,,,,,,,,,,,耒阳西至衡阳东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,赤壁北-武汉区间,,,,,,,,,,,,,,,,,,,赤壁北-武汉区间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,灵石东-太谷西,,,,,,,,,,,,,,,,,,,灵石东-太谷西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,到广州南-韶关,,,,,,,,,,,,,,,,,,,到广州南-韶关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,孝感北,,,,,,,,,,,,,,,,,,,孝感北,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,定州东车站,,,,,,,,,,,,,,,,,,,定州东车站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,兰州西所-兰州西站,,,,,,,,,,,,,,,,,,,兰州西所-兰州西站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
